% f evaluations | g evaluations | best noise-free fitness - Fopt (2.997000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +1.624029901e+03 +1.653999901e+03 +1.653999901e+03 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
6 0 +1.395766839e+03 +1.425736839e+03 +1.425736839e+03 +3.2622e-01 -1.5483e+00 +1.1114e-01 -1.4438e-01 -9.3770e-02 -1.1604e+00 -1.4255e+00 -8.9237e-01 +8.3041e-01 +1.5996e+00
18 0 +1.188666239e+03 +1.218636239e+03 +1.218636239e+03 -1.0373e+00 -1.5126e+00 +3.9676e-02 +1.3298e+00 +1.1258e+00 -2.0586e-01 -1.3153e+00 -1.5777e+00 +1.7270e-01 +1.0710e-01
83 0 +1.123968103e+03 +1.153938103e+03 +1.153938103e+03 +1.3767e-01 -4.3781e+00 -2.4825e-01 +5.1237e-01 +1.0174e+00 -2.5510e-01 -2.6178e+00 -5.9478e-01 +3.4152e-01 +6.6209e-01
99 0 +1.100850283e+03 +1.130820283e+03 +1.130820283e+03 -3.6588e-01 -2.5900e+00 -1.8340e-01 +1.3442e+00 +1.9695e+00 +7.5866e-01 -8.5866e-01 -5.5596e-01 -6.3590e-01 -1.6225e+00
175 0 +1.033179796e+03 +1.063149796e+03 +1.063149796e+03 +9.0113e-02 -3.5630e+00 +9.1266e-02 +8.6009e-01 +1.7462e+00 -4.2160e-02 -2.6398e+00 -8.7175e-01 +2.8654e-01 +7.5799e-01
250 0 +1.016601659e+03 +1.046571659e+03 +1.046571659e+03 +1.8836e-01 -3.2099e+00 -5.6877e-01 -4.0223e-01 +1.9265e+00 +1.4259e-01 -1.6916e+00 -3.0269e-01 -1.0181e+00 -5.7009e-01
287 0 +9.136318163e+02 +9.436018163e+02 +9.436018163e+02 -2.0137e+00 -3.4057e+00 -4.3691e-01 +8.3535e-01 +1.8808e+00 +4.8489e-01 -1.9400e+00 -2.0016e+00 +1.0141e+00 -3.5459e-01
331 0 +8.681754018e+02 +8.981454018e+02 +8.981454018e+02 -2.3818e-02 -3.4924e+00 -7.1190e-01 +1.8558e+00 +4.4496e+00 +2.1051e+00 -1.5954e+00 -6.9651e-01 -5.8411e-01 -5.2293e-01
360 0 +7.793402584e+02 +8.093102584e+02 +8.093102584e+02 -1.7687e-01 -3.9784e+00 -1.6123e+00 -3.1364e-01 +2.5440e+00 +7.8609e-01 -1.6856e+00 -1.3050e+00 +1.0871e+00 -1.4855e+00
370 0 +7.584616773e+02 +7.884316773e+02 +7.884316773e+02 -1.2879e-01 -1.8556e+00 -5.6513e-01 +6.1107e-01 +4.8914e+00 +1.8776e+00 -1.9255e+00 -1.4567e+00 +1.3007e+00 -9.6998e-01
446 0 +7.309422694e+02 +7.609122694e+02 +7.609122694e+02 -8.9375e-01 -1.6169e+00 -7.7544e-01 -1.2713e+00 +3.8149e+00 +1.8078e+00 -3.3946e+00 -1.3599e+00 +2.0743e-01 -7.6833e-01
511 0 +7.085164933e+02 +7.384864933e+02 +7.384864933e+02 -2.5394e-01 -3.5418e+00 -6.4854e-01 +1.3654e+00 +3.4889e+00 +1.0310e+00 -2.9255e+00 -1.5322e+00 +8.6510e-01 -9.7451e-01
526 0 +6.462514787e+02 +6.762214787e+02 +6.762214787e+02 -1.2915e+00 -2.1950e+00 -2.0020e+00 +5.8973e-01 +3.8284e+00 +1.3230e+00 -3.2319e+00 -1.4834e+00 +1.8075e+00 -2.3291e+00
582 0 +6.247454937e+02 +6.547154937e+02 +6.547154937e+02 +1.1683e+00 -3.6458e-01 -1.3982e+00 +1.6538e-01 +4.5600e+00 +1.6501e+00 -3.7712e+00 -1.5146e+00 -1.7345e-01 +3.3047e-01
667 0 +5.829018591e+02 +6.128718591e+02 +6.128718591e+02 +3.3602e-01 -2.1938e+00 -1.7057e+00 -5.6308e-01 +3.5128e+00 +5.9286e-01 -3.6339e+00 -1.5733e+00 +6.3010e-01 -2.8923e-02
728 0 +5.228529145e+02 +5.528229145e+02 +5.528229145e+02 +3.0422e-01 -2.2267e+00 -1.4032e+00 +6.9732e-01 +4.6977e+00 +1.2162e+00 -4.5902e+00 -3.2001e+00 -6.5764e-01 +3.7443e-01
732 0 +4.185168670e+02 +4.484868670e+02 +4.484868670e+02 +5.8538e-01 -2.8128e+00 -1.5508e+00 -7.3313e-02 +3.2907e+00 +1.2531e+00 -3.4075e+00 -2.7882e+00 +8.6364e-01 -7.5316e-01
775 0 +3.766442312e+02 +4.066142312e+02 +4.066142312e+02 +1.8234e+00 -1.3570e+00 -1.8930e+00 -6.7711e-01 +5.3635e+00 +1.4726e+00 -3.2110e+00 -2.8808e+00 +1.1199e+00 -1.3704e-02
948 0 +3.314927378e+02 +3.614627378e+02 +3.614627378e+02 +9.0542e-01 -2.3987e+00 -1.8528e+00 -4.4180e-01 +4.4328e+00 +1.7802e+00 -3.1290e+00 -2.0821e+00 +1.7926e-01 -1.6485e+00
1038 0 +2.865051367e+02 +3.164751367e+02 +3.164751367e+02 +1.5089e+00 -2.8110e+00 -2.7736e+00 -1.3177e+00 +3.1461e+00 +2.2145e+00 -3.5979e+00 -2.7580e+00 +1.9405e-01 -2.0859e+00
1222 0 +2.117534988e+02 +2.417234988e+02 +2.417234988e+02 +9.4162e-01 -2.1095e+00 -3.0376e+00 -1.2817e+00 +3.5365e+00 +2.1843e+00 -4.1901e+00 -3.3053e+00 +8.0850e-01 -2.1239e+00
1453 0 +2.065914519e+02 +2.365614519e+02 +2.365614519e+02 +1.1422e+00 -1.8694e+00 -3.3475e+00 -8.4044e-01 +4.0848e+00 +2.3695e+00 -3.3892e+00 -2.6686e+00 +7.3935e-01 -1.1503e+00
1524 0 +1.776353518e+02 +2.076053518e+02 +2.076053518e+02 +1.5251e+00 -1.6050e+00 -2.7778e+00 -7.7746e-01 +3.9644e+00 +2.7901e+00 -3.8498e+00 -2.4012e+00 +2.8573e-01 -1.1223e+00
1593 0 +1.600280699e+02 +1.899980699e+02 +1.899980699e+02 +5.0298e-01 -1.5800e+00 -3.4708e+00 -1.9163e+00 +3.3221e+00 +3.7977e+00 -3.6057e+00 -2.6566e+00 +6.4634e-01 -2.5761e+00
1924 0 +1.582122657e+02 +1.881822657e+02 +1.881822657e+02 +1.5181e+00 -1.8422e+00 -3.5065e+00 -1.4352e+00 +3.4789e+00 +2.6395e+00 -3.9114e+00 -3.1206e+00 +8.7977e-01 -1.8303e+00
1968 0 +1.076557112e+02 +1.376257112e+02 +1.376257112e+02 +9.7029e-01 -1.8918e+00 -3.7912e+00 -2.1412e+00 +3.3103e+00 +3.4640e+00 -4.1380e+00 -3.1423e+00 +9.2000e-01 -1.6963e+00
2891 0 +8.932523989e+01 +1.192952399e+02 +1.192952399e+02 +9.6862e-01 -1.6364e+00 -3.4439e+00 -1.6847e+00 +3.0788e+00 +3.2440e+00 -3.8734e+00 -2.8968e+00 +9.8164e-01 -1.8886e+00
2910 0 +8.876546732e+01 +1.187354673e+02 +1.187354673e+02 +7.2905e-01 -1.7959e+00 -4.1616e+00 -2.2184e+00 +2.8077e+00 +3.7035e+00 -3.5894e+00 -2.7887e+00 +8.7278e-01 -2.5506e+00
3008 0 +8.686067720e+01 +1.168306772e+02 +1.168306772e+02 +7.9284e-01 -1.7103e+00 -3.8410e+00 -1.7551e+00 +3.2797e+00 +3.6408e+00 -4.2219e+00 -2.8208e+00 +1.0183e+00 -1.9931e+00
3379 0 +6.103379797e+01 +9.100379797e+01 +9.100379797e+01 +5.2377e-01 -1.8118e+00 -3.7068e+00 -1.7890e+00 +3.0051e+00 +3.3323e+00 -3.9142e+00 -2.7859e+00 +1.0277e+00 -2.1484e+00
4348 0 +5.098373363e+01 +8.095373363e+01 +8.095373363e+01 +1.0942e+00 -1.5340e+00 -3.6744e+00 -2.0072e+00 +3.1673e+00 +3.2050e+00 -4.0453e+00 -2.8837e+00 +7.5053e-01 -1.7485e+00
4589 0 +4.673305555e+01 +7.670305555e+01 +7.670305555e+01 +9.2004e-01 -1.7246e+00 -3.6143e+00 -2.1114e+00 +3.1247e+00 +3.2934e+00 -3.9032e+00 -2.8161e+00 +6.7490e-01 -1.9491e+00
4884 0 +4.073193347e+01 +7.070193347e+01 +7.070193347e+01 +1.2390e+00 -1.5591e+00 -3.3056e+00 -1.5772e+00 +3.7672e+00 +3.0673e+00 -3.9988e+00 -2.9140e+00 +6.5803e-01 -1.3274e+00
5117 0 +3.290730190e+01 +6.287730190e+01 +6.287730190e+01 +6.7532e-01 -1.7222e+00 -4.0110e+00 -2.3101e+00 +2.6928e+00 +3.6034e+00 -3.8209e+00 -2.9463e+00 +9.3808e-01 -2.2403e+00
5711 0 +3.215732112e+01 +6.212732112e+01 +6.212732112e+01 +8.0632e-01 -1.7339e+00 -3.7179e+00 -1.9470e+00 +3.1185e+00 +3.3534e+00 -4.0630e+00 -2.9081e+00 +8.2416e-01 -1.6622e+00
