% f evaluations | g evaluations | best noise-free fitness - Fopt (3.590000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.743465359e+05 +7.743824359e+05 +7.743824359e+05 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
7 0 +7.255735516e+05 +7.256094516e+05 +7.256094516e+05 -3.4846e+00 -3.8209e+00 +3.5943e+00 +2.6495e+00 +3.1205e+00 +1.3194e+00 -2.1542e+00 -1.6997e+00 -1.9327e+00 -1.0594e+00 -1.5274e+00 +2.7108e+00 +3.3881e+00 -2.5179e+00 +9.6885e-01 -3.9043e+00 -1.0900e+00 +2.6292e+00 +2.7637e+00 -3.7798e+00
57 0 +5.957486403e+05 +5.957845403e+05 +5.957845403e+05 -2.5030e+00 -5.0179e-01 -7.0649e-01 +5.9311e+00 +9.2475e-01 +1.6028e+00 -1.5629e+00 -1.7262e+00 +1.3924e+00 -2.1904e+00 -2.9579e+00 +1.2300e+00 +2.7071e+00 -1.2182e+00 -1.3023e+00 -2.2564e+00 +2.6987e+00 +6.0035e+00 +1.0459e-01 -1.6954e+00
601 0 +5.758725471e+05 +5.759084471e+05 +5.759084471e+05 -1.3138e-02 +3.1799e+00 -3.4803e+00 -3.5155e-01 -3.0308e-01 -3.9715e+00 -8.6509e-01 -1.8086e+00 -8.5062e-01 -1.7566e+00 -8.7119e-01 +3.1456e+00 +2.4324e+00 -1.9974e+00 +1.2190e-01 -5.1205e+00 -6.8399e-01 +1.9723e+00 +1.6364e-01 +6.8268e-01
651 0 +5.616330087e+05 +5.616689087e+05 +5.616689087e+05 +4.2764e-01 -5.3603e-02 -4.3379e+00 +2.5691e-01 +2.9198e-01 -1.9074e+00 -2.8047e+00 +6.2206e-02 +1.0245e+00 -3.7256e+00 -2.2283e+00 +1.6474e+00 -3.3877e-01 -3.7954e+00 +4.6583e+00 -1.6600e+00 -1.0679e+00 +2.9632e+00 -2.7812e+00 -3.3438e+00
746 0 +5.300398114e+05 +5.300757114e+05 +5.300757114e+05 +3.6017e-01 +1.6812e+00 -2.1337e+00 +1.6707e-01 -1.0995e-01 -1.9254e-01 +1.1719e+00 -2.4705e+00 -1.9178e+00 -3.3111e+00 +3.3404e+00 +1.2202e+00 -6.8858e-01 -3.6842e+00 +3.9008e+00 -2.0115e+00 +4.9768e-01 +3.0033e+00 +1.9963e+00 +1.1860e+00
866 0 +5.142246223e+05 +5.142605223e+05 +5.142605223e+05 -5.2706e-01 +4.7038e+00 +2.8001e-01 +7.7454e-01 -1.4543e+00 +1.0005e+00 +6.6112e-01 -4.9707e+00 -4.0879e+00 -1.4393e+00 -2.4337e+00 +3.0421e+00 -3.9693e+00 -3.9223e+00 -1.9474e+00 +5.5147e-01 -2.0467e+00 +2.0962e+00 -4.3316e-01 +2.4902e+00
881 0 +5.005962586e+05 +5.006321586e+05 +5.006321586e+05 -8.3547e-01 +3.0067e+00 +8.7145e-01 -1.2296e+00 +6.1043e-01 +1.5345e-01 -5.3000e-01 -3.1713e+00 -3.7913e+00 -2.8237e+00 +1.2659e-03 +4.2414e+00 -2.9238e+00 -5.3085e+00 +1.8799e+00 -1.8125e+00 +2.0876e+00 +3.4928e+00 +2.2351e+00 +1.3578e+00
915 0 +3.939288493e+05 +3.939647493e+05 +3.939647493e+05 +1.6111e+00 +3.0872e+00 +1.3010e-01 -8.0918e-01 -1.3805e+00 +1.2574e+00 +1.0430e+00 -3.7499e+00 -2.3855e+00 +1.9583e-01 -2.7472e+00 -1.0352e-01 -5.0095e+00 -1.8997e+00 +1.3046e+00 -2.3104e+00 -2.1962e+00 +1.8844e+00 +1.7831e-01 +1.8316e+00
975 0 +3.791322110e+05 +3.791681110e+05 +3.791681110e+05 -1.3429e+00 +1.6299e-02 -3.6487e-01 -1.6431e+00 -1.1617e+00 -2.7330e+00 +2.1251e+00 -2.9156e+00 +1.8227e+00 -5.5483e-01 -3.4254e+00 +1.9422e+00 -3.6172e+00 -2.1317e+00 +2.0160e+00 -3.3648e+00 -4.4729e-01 +3.6337e+00 -8.1541e-02 -1.9906e+00
994 0 +3.502233956e+05 +3.502592956e+05 +3.502592956e+05 +1.3674e+00 +1.2900e+00 +1.0853e+00 -3.0985e-01 -3.4204e+00 -3.4497e+00 +1.5252e+00 -3.8278e+00 +1.2463e+00 -3.6110e+00 -2.2275e+00 +3.2405e+00 -3.3956e+00 -2.3217e+00 +4.1768e-01 -1.4437e+00 -2.3480e+00 +2.4220e+00 -8.4892e-01 +7.4739e-01
1036 0 +3.342073304e+05 +3.342432304e+05 +3.342432304e+05 -6.5769e-01 +3.5940e+00 -7.1246e-01 +1.3549e+00 +5.4888e-01 -1.9945e+00 +1.1264e+00 -2.5163e+00 +3.1237e-01 +6.0682e-01 +1.1005e-01 +3.4545e+00 +2.8410e-02 -3.8041e+00 +3.1230e+00 -1.5974e+00 -1.3511e+00 +5.0039e+00 +9.3801e-01 -2.1277e+00
1071 0 +3.075672189e+05 +3.076031189e+05 +3.076031189e+05 +1.5523e+00 +2.4313e+00 +1.0588e+00 -7.9140e-01 -2.3581e+00 -5.7488e-01 +1.3590e+00 -2.7516e+00 -4.1175e-01 -2.9280e+00 -2.1991e+00 +1.1740e+00 -1.1761e+00 -1.7459e+00 +1.6526e-01 -5.1040e-01 -1.8110e+00 +2.0665e+00 -5.0773e-01 -1.1888e+00
1102 0 +2.389636299e+05 +2.389995299e+05 +2.389995299e+05 -9.2159e-01 +3.4118e-01 +4.9071e+00 +6.5708e-01 -1.9778e+00 -3.1807e+00 -5.4531e-01 -3.9051e+00 +1.2133e+00 -1.7848e-01 +2.2645e-01 +1.3666e+00 -1.4463e+00 -1.5786e+00 +1.5043e+00 -2.9238e+00 -1.4204e+00 +1.7306e+00 -8.1927e-01 -1.6163e+00
1116 0 +2.247977899e+05 +2.248336899e+05 +2.248336899e+05 +2.2475e+00 +1.2839e-01 +4.3733e+00 -1.1727e+00 -2.9665e+00 -2.8875e+00 -2.3036e+00 -4.1851e+00 -2.1421e+00 -1.6722e+00 -1.1646e+00 +2.2221e+00 +3.3830e-01 -1.3050e+00 +3.0975e+00 -2.3624e+00 -7.7138e-01 +9.4894e-01 -7.0706e-01 -3.7437e+00
1147 0 +2.177882833e+05 +2.178241833e+05 +2.178241833e+05 +1.3853e+00 +2.5310e+00 +2.9501e+00 -1.2312e+00 -3.8656e+00 -8.3477e-01 +3.7063e-01 -3.2544e+00 -4.3975e+00 +1.0281e+00 -1.1211e+00 +1.9889e+00 +1.4966e+00 -2.8380e+00 +4.3116e+00 -1.8161e+00 -1.2473e+00 +2.4425e+00 -6.7979e-01 +6.6712e-02
1157 0 +1.604745595e+05 +1.605104595e+05 +1.605104595e+05 +8.3194e-01 +3.7540e+00 +4.2099e+00 +1.1836e+00 -3.0667e+00 -4.3463e+00 -8.7776e-01 -3.6001e+00 -7.7963e-01 -6.6829e-01 -2.9038e-01 +1.5619e+00 -9.8595e-01 -1.7010e+00 +4.9048e+00 -1.8986e+00 -2.4131e+00 +1.3997e+00 -5.8299e-01 -9.7502e-01
