% f evaluations | g evaluations | best noise-free fitness - Fopt (-6.211100000000e+02) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +4.288577618e+08 +4.288571407e+08 +4.288571407e+08 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +3.519532196e+08 +3.519525985e+08 +3.519525985e+08 +1.0212e+00 +1.4370e-01 -2.9348e-02 -1.5118e-02 +1.3635e-02 +8.6638e-01 +3.1489e-01 +1.0574e+00 -1.6056e-01 +3.3803e-01 -2.3876e-01 +7.6397e-01 +5.9737e-01 +5.7576e-01 +7.4872e-01 -5.0779e-01 +1.3888e-01 +1.2270e+00 +1.6170e+00 +7.3481e-01
12 0 +2.684821382e+08 +2.684815171e+08 +2.684815171e+08 -8.8808e-01 +8.8793e-02 +6.9942e-01 -1.6137e+00 +1.6658e-02 -7.1991e-01 +1.5205e-01 -1.1423e-01 -5.2718e-01 +1.3288e+00 -3.8710e-01 +4.7301e-02 +2.9085e-01 -1.0854e+00 -2.1469e-01 +1.9331e-01 +6.9071e-01 +1.5797e+00 +1.1264e+00 -1.4376e+00
13 0 +1.871564051e+08 +1.871557840e+08 +1.871557840e+08 -1.5754e+00 +1.4981e+00 -1.6783e-01 -1.3710e-01 +1.6535e-01 +5.2324e-01 -1.2209e+00 -1.0180e+00 +8.6623e-01 -1.1419e+00 -1.9501e-02 +1.0494e+00 +8.4934e-01 +1.4340e+00 +1.1230e+00 -1.3245e+00 +4.1548e-01 +2.0715e-01 -2.5043e-01 +1.0813e+00
31 0 +1.644376172e+08 +1.644369961e+08 +1.644369961e+08 +8.9550e-01 +9.5767e-01 +9.5238e-03 -1.1711e+00 -1.5645e+00 -7.1738e-01 +6.8417e-01 -1.5864e+00 +7.0113e-01 -6.3278e-01 -1.4472e+00 +1.3234e+00 +1.4833e+00 +6.5343e-01 -1.0346e+00 +5.6363e-01 -7.9436e-01 +1.2836e+00 -1.0135e+00 +2.6977e-01
52 0 +1.442950131e+08 +1.442943920e+08 +1.442943920e+08 -1.0958e+00 -4.0806e-01 +4.3594e-01 -1.6539e+00 -1.1627e+00 +3.4300e-01 -8.1749e-01 +1.4603e+00 +1.2798e+00 +7.1245e-01 +1.0800e+00 +7.3563e-01 -8.3965e-02 +1.4425e+00 +1.3628e+00 -2.1133e-01 -2.2934e-01 +6.5065e-01 -1.2083e+00 -3.8035e-01
84 0 +1.404708902e+08 +1.404702691e+08 +1.404702691e+08 +7.5929e-01 +5.9180e-01 -2.3693e-02 -1.4613e-01 -4.3884e-01 -1.1894e+00 -6.2155e-01 -4.5155e-01 +1.3758e+00 +4.8431e-01 -6.3408e-01 -2.9221e-01 +5.9673e-01 +1.2787e+00 +8.5413e-02 -3.7759e-01 -2.2821e-01 +3.2234e-01 +2.4617e-01 +1.0200e+00
273 0 +1.340955084e+08 +1.340948873e+08 +1.340948873e+08 +1.0940e+00 +1.9357e-01 -8.5607e-01 -1.8447e+00 -1.6192e+00 +6.2254e-01 +1.2126e+00 +3.5873e-01 -4.0912e-01 +4.9169e-01 -5.5215e-01 +7.9512e-01 +1.3817e+00 +1.8420e-01 +9.9400e-01 -1.3627e-01 +2.2790e+00 -4.4587e-01 -6.9381e-01 -1.1911e+00
298 0 +1.270225589e+08 +1.270219378e+08 +1.270219378e+08 -1.6864e-01 +3.0799e-01 -8.7253e-02 -2.2440e+00 -1.3923e+00 +1.5389e-02 -2.3948e-01 -4.3407e-01 +8.1207e-02 +1.6616e+00 -5.8521e-01 -3.5011e-01 +6.8179e-01 -8.5610e-02 +6.0495e-01 -4.5149e-01 +4.8705e-01 +6.2867e-01 -1.7942e-01 -4.0474e-01
317 0 +1.044783510e+08 +1.044777299e+08 +1.044777299e+08 +8.1733e-02 +3.0156e-01 -4.1799e-01 -1.2279e+00 -1.6233e+00 -3.8519e-02 -4.3753e-01 -9.5744e-02 +6.5307e-02 +2.0272e+00 +6.8212e-01 +5.7386e-01 +1.9567e+00 +4.2515e-01 +5.0132e-01 -1.4447e+00 -5.5704e-02 -1.3264e-01 -1.2062e+00 +4.1589e-01
