% f evaluations | g evaluations | best noise-free fitness - Fopt (9.294000000000e+01) + sum g_i+ | measured fitness | best measured fitness or single-digit g-values | x1 | x2...
1 0 +7.446256321e+02 +8.375656321e+02 +8.375656321e+02 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00 +0.0000e+00
2 0 +2.411073952e+02 +3.340473952e+02 +3.340473952e+02 -4.7685e-01 +3.1425e-01 +7.0348e-02 +9.9262e-01 +1.6134e+00 +1.1243e+00 +9.1200e-01 +7.2792e-01 +1.5996e+00 -5.3278e-01
103 0 +1.727839943e+02 +2.657239943e+02 +2.657239943e+02 +7.1417e-01 +1.5072e+00 -3.0512e-01 +1.1082e+00 +1.7011e+00 +9.4058e-01 -6.0707e-01 +1.9760e-01 +1.5687e+00 +1.3286e-01
202 0 +1.666572228e+02 +2.595972228e+02 +2.595972228e+02 -6.0982e-01 +6.6794e-01 +5.8456e-01 +4.2877e-01 +2.0757e+00 +3.5983e+00 -5.1887e-01 -3.6512e-01 +1.4066e+00 +1.1121e-01
220 0 +1.447939059e+02 +2.377339059e+02 +2.377339059e+02 +7.6446e-01 +1.5693e+00 -2.3666e-01 +1.3807e+00 +3.3250e+00 +2.5904e+00 -2.9525e-01 +9.0400e-01 +2.4488e-01 +1.7501e+00
259 0 +1.252557394e+02 +2.181957394e+02 +2.181957394e+02 +4.6004e-01 -2.6687e-01 -2.3296e-01 +1.6872e+00 +3.4748e+00 +9.2808e-01 +3.3052e-01 +1.0251e+00 +1.1024e-01 -4.4609e-01
263 0 +1.195178298e+02 +2.124578298e+02 +2.124578298e+02 +2.6804e-01 -3.3686e-01 +7.7775e-01 +1.4623e+00 +3.3988e+00 +3.5754e+00 +1.3282e+00 +8.8054e-01 +8.5624e-01 +2.7840e-01
266 0 +9.830456165e+01 +1.912445616e+02 +1.912445616e+02 -1.5850e-01 +9.7621e-01 +2.9226e-01 +6.9931e-01 +4.4470e+00 +2.4073e+00 +1.3678e+00 +7.2501e-01 +1.2041e+00 +1.2400e+00
282 0 +6.975503396e+01 +1.626950340e+02 +1.626950340e+02 -1.2122e+00 +1.1286e-01 +8.6425e-01 +1.7660e+00 +3.7004e+00 +2.7590e+00 +5.8787e-01 -2.4999e-01 +1.3486e+00 +1.4827e+00
331 0 +2.370690387e+01 +1.166469039e+02 +1.166469039e+02 +7.2359e-01 +6.2217e-03 +4.9208e-01 +4.7748e+00 +2.1842e+00 +1.2717e+00 +2.5120e-01 +7.0325e-01 +2.8971e+00 -4.2924e-01
723 0 +1.923403735e+01 +1.121740373e+02 +1.121740373e+02 +1.8079e-01 +1.5005e+00 +1.1532e+00 +3.0014e+00 +2.5831e+00 +3.0040e+00 +7.3888e-01 -1.9294e+00 +2.1605e+00 +1.4361e+00
775 0 +1.754497990e+01 +1.104849799e+02 +1.104849799e+02 +1.1572e+00 -6.4096e-02 +1.0623e+00 +3.6021e+00 +3.6396e+00 +2.3711e+00 +2.5136e+00 -1.4606e+00 +1.1264e+00 +7.4456e-01
788 0 +1.501740331e+01 +1.079574033e+02 +1.079574033e+02 +7.7857e-01 +1.4796e-01 +2.6050e-01 +5.0032e+00 +1.2845e+00 +2.6181e+00 -6.0037e-01 -6.2451e-01 +2.5376e+00 +4.2017e-01
1047 0 +9.010482603e+00 +1.019504826e+02 +1.019504826e+02 +1.3529e-01 +5.2978e-01 +1.0122e+00 +4.3583e+00 +1.3583e+00 +3.1849e+00 +3.6917e-02 -2.0569e+00 +3.1465e+00 +1.0663e+00
1129 0 +8.580459016e+00 +1.015204590e+02 +1.015204590e+02 +8.5604e-01 +2.0732e+00 +1.0957e+00 +3.7745e+00 +3.4410e+00 +1.8021e+00 +1.8223e+00 -1.3696e+00 +3.2306e+00 +1.5516e+00
1323 0 +7.395699796e+00 +1.003356998e+02 +1.003356998e+02 +1.7614e+00 +1.4825e+00 +5.0650e-01 +4.2028e+00 +2.4418e+00 +1.4258e+00 +5.3897e-01 -7.2128e-01 +2.1948e+00 +2.6144e-01
1369 0 +7.088574134e+00 +1.000285741e+02 +1.000285741e+02 +5.2993e-01 +4.9793e-01 +4.3841e-01 +4.2514e+00 +1.7367e+00 +3.1901e+00 +3.8825e-01 -2.6477e+00 +3.7029e+00 +5.8049e-01
1534 0 +6.009850252e+00 +9.894985025e+01 +9.894985025e+01 +3.7983e-02 +1.2990e+00 +9.8327e-01 +3.7250e+00 +2.3583e+00 +2.9403e+00 +9.3825e-01 -2.4098e+00 +3.2984e+00 +6.8602e-01
1688 0 +4.334704300e+00 +9.727470430e+01 +9.727470430e+01 +7.9286e-01 +6.5948e-01 +2.5761e-01 +4.0212e+00 +2.4459e+00 +2.4925e+00 +9.2891e-01 -2.1391e+00 +2.5822e+00 +1.0288e+00
2790 0 +2.056965802e+00 +9.499696580e+01 +9.499696580e+01 +1.8856e-02 +1.0365e+00 +8.9476e-01 +3.6972e+00 +2.3121e+00 +3.3991e+00 +1.0319e+00 -1.8645e+00 +3.5199e+00 +2.0170e+00
3931 0 +1.982902244e+00 +9.492290224e+01 +9.492290224e+01 +3.8703e-01 +7.7733e-01 +2.3588e-01 +3.4530e+00 +3.0509e+00 +2.7817e+00 +1.7719e+00 -1.7996e+00 +3.3674e+00 +2.0019e+00
4331 0 +1.728732433e+00 +9.466873243e+01 +9.466873243e+01 -2.3056e-01 +6.1809e-01 +3.5185e-01 +2.8160e+00 +2.8045e+00 +3.7289e+00 +1.9577e+00 -2.4130e+00 +3.7818e+00 +2.3526e+00
4470 0 +1.538400557e+00 +9.447840056e+01 +9.447840056e+01 +1.1717e-01 +1.3355e+00 +1.4236e-01 +3.3269e+00 +1.8410e+00 +3.6815e+00 +1.3895e+00 -2.5110e+00 +3.8121e+00 +1.6998e+00
4516 0 +1.233812241e+00 +9.417381224e+01 +9.417381224e+01 -5.0659e-01 +6.2986e-01 +4.3625e-01 +3.0665e+00 +2.2284e+00 +4.0435e+00 +1.6102e+00 -2.4898e+00 +3.8774e+00 +2.5148e+00
5491 0 +1.094077599e+00 +9.403407760e+01 +9.403407760e+01 -8.6560e-02 +6.5249e-01 +2.0340e-01 +3.2700e+00 +2.6552e+00 +3.7142e+00 +1.9730e+00 -2.6736e+00 +3.4273e+00 +1.8820e+00
5981 0 +5.181413336e-01 +9.345814133e+01 +9.345814133e+01 -3.5786e-01 +6.0704e-01 +1.2580e-01 +3.1994e+00 +2.1447e+00 +4.1678e+00 +1.5258e+00 -2.4924e+00 +3.6902e+00 +2.2280e+00
9264 0 +4.971897091e-01 +9.343718971e+01 +9.343718971e+01 +1.0568e-01 +7.5888e-01 +2.5890e-01 +3.4084e+00 +2.1322e+00 +3.5166e+00 +1.4338e+00 -2.2257e+00 +3.4026e+00 +1.6153e+00
9622 0 +4.157881977e-01 +9.335578820e+01 +9.335578820e+01 +1.1589e-01 +7.2806e-01 +4.1568e-01 +3.5440e+00 +2.4625e+00 +3.5432e+00 +1.7478e+00 -2.4434e+00 +3.4630e+00 +2.0047e+00
10293 0 +3.645923714e-01 +9.330459237e+01 +9.330459237e+01 +1.1447e-01 +1.0540e+00 +1.8028e-01 +3.1199e+00 +2.3281e+00 +3.7963e+00 +1.8573e+00 -2.4682e+00 +3.7778e+00 +1.8738e+00
12096 0 +3.385881325e-01 +9.327858813e+01 +9.327858813e+01 +4.0174e-02 +6.9116e-01 +9.0753e-02 +3.2056e+00 +2.3902e+00 +3.7621e+00 +1.7761e+00 -2.5736e+00 +3.5660e+00 +1.9569e+00
12125 0 +3.242566059e-01 +9.326425661e+01 +9.326425661e+01 -3.0812e-02 +8.7449e-01 +3.2497e-01 +3.1033e+00 +2.4910e+00 +3.6376e+00 +1.6610e+00 -2.2513e+00 +3.7986e+00 +2.0807e+00
12402 0 +2.944030458e-01 +9.323440305e+01 +9.323440305e+01 -1.6891e-01 +6.5495e-01 +4.6876e-01 +3.3455e+00 +2.2235e+00 +3.7478e+00 +1.5515e+00 -2.2301e+00 +3.6777e+00 +1.9193e+00
12556 0 +2.282110874e-01 +9.316821109e+01 +9.316821109e+01 -4.9974e-02 +9.8637e-01 +3.3242e-01 +3.1298e+00 +2.3541e+00 +3.7778e+00 +1.7253e+00 -2.3108e+00 +3.8472e+00 +1.9527e+00
12619 0 +1.486569991e-01 +9.308865700e+01 +9.308865700e+01 -7.3472e-02 +7.4505e-01 +1.5017e-01 +3.1185e+00 +2.5275e+00 +3.7173e+00 +1.7698e+00 -2.3549e+00 +3.7870e+00 +2.1078e+00
12738 0 +1.068343342e-01 +9.304683433e+01 +9.304683433e+01 -2.5753e-01 +7.4297e-01 +3.0444e-01 +3.1170e+00 +2.3342e+00 +3.9994e+00 +1.7672e+00 -2.5088e+00 +3.8339e+00 +2.2960e+00
12883 0 +1.046229255e-01 +9.304462293e+01 +9.304462293e+01 -2.7145e-01 +5.7220e-01 +3.3312e-01 +3.1049e+00 +2.3289e+00 +4.0400e+00 +1.7176e+00 -2.4954e+00 +3.6714e+00 +2.0514e+00
13380 0 +7.572630869e-02 +9.301572631e+01 +9.301572631e+01 -3.4899e-01 +6.7420e-01 +3.4502e-01 +3.1903e+00 +2.3631e+00 +3.9888e+00 +1.6619e+00 -2.5720e+00 +3.8073e+00 +2.1535e+00
15003 0 +5.006779827e-02 +9.299006780e+01 +9.299006780e+01 -2.3976e-01 +6.3886e-01 +1.8253e-01 +3.1398e+00 +2.3816e+00 +3.9258e+00 +1.6995e+00 -2.4754e+00 +3.7054e+00 +2.0774e+00
16245 0 +3.775598293e-02 +9.297775598e+01 +9.297775598e+01 -3.3016e-01 +6.5243e-01 +2.4465e-01 +3.1745e+00 +2.2296e+00 +4.0106e+00 +1.6692e+00 -2.5392e+00 +3.8278e+00 +2.1109e+00
16367 0 +2.715673546e-02 +9.296715674e+01 +9.296715674e+01 -3.0609e-01 +7.1531e-01 +3.2684e-01 +3.1287e+00 +2.3242e+00 +3.9739e+00 +1.7418e+00 -2.4583e+00 +3.8332e+00 +2.1292e+00
16538 0 +1.574365646e-02 +9.295574366e+01 +9.295574366e+01 -2.3992e-01 +7.3862e-01 +2.8044e-01 +3.1322e+00 +2.3978e+00 +3.8816e+00 +1.7704e+00 -2.4033e+00 +3.8454e+00 +2.1457e+00
